id_krs,id_mahasiswa,kode_mk,semester_akademik,nilai_angka,nilai_huruf
57,2025003387.0,MK108,2022/2023 Genap,76.7101202317301,B
58,2019032861.0,MK078,2023/2024 Ganjil,85.06851627228068,A
59,2024039029.0,MK023,202/2023 Ganjil,85.5184386280162,A
60,2020010960.0,MK041,,90.41021939061577,A
61,2019038523.0,MK146,2023/2024 Ganjil,77.6691774913305,B
62,2022009812.0,MK012,202/2023 Ganjil,87.34193642082931,A
63,2023030695.0,,2023/2024 Ganjil,76.70859471377356,B
64,2021034838.0,MK085,202/2023 Ganjil,78.57592377546992,B
65,2024009540.0,MK071,2023/2024 Ganjil,73.47152433453026,C
66,2023002540.0,MK126,202/2023 Ganjil,81.5146466971552,B
67,2025001381.0,MK070,202/2023 Ganjil,65.6015332149143,C
68,2023037800.0,MK004,2023/2024 Ganjil,86.78950479574483,A
69,2019021276.0,MK063,2022/2023 Genap,79.54056036059924,B
70,2025021711.0,MK050,202/2023 Ganjil,81.81700155711336,B
71,2022003322.0,MK030,2023/2024 Ganjil,79.8596192962639,B
72,2024032595.0,MK016,202/2023 Ganjil,87.99822461822345,A
73,,MK004,202/2023 Ganjil,81.59288530703863,B
74,2019012847.0,MK026,,68.81377684338844,C
75,2019007108.0,MK139,2023/2024 Ganjil,70.59255143544506,C
76,2020024759.0,MK092,2022/2023 Genap,77.40994816016789,B
77,2025009666.0,MK108,202/2023 Ganjil,70.84006166443105,C
78,2019027550.0,MK051,2023/2024 Ganjil,69.68510889041282,C
79,2022003707.0,MK042,2022/2023 Genap,72.33303770284991,C
80,2020009005.0,MK135,2023/2024 Ganjil,78.96137271675515,B
81,2019024633.0,MK018,202/2023 Ganjil,87.20152438186878,A
82,2025020228.0,MK003,202/2023 Ganjil,87.74887082400367,A
83,2019035647.0,,2022/2023 Genap,83.06435541283972,B
84,2022000225.0,MK098,202/2023 Ganjil,75.42478333006851,B
85,2020015999.0,MK073,2023/2024 Ganjil,77.30420265535892,B
86,2025003933.0,MK074,202/2023 Ganjil,78.5842336618656,B
87,2024010444.0,MK123,2022/2023 Genap,72.72366577656925,C
88,2022039027.0,MK070,202/2023 Ganjil,81.05199820185513,B
89,2022001032.0,MK145,2022/2023 Genap,83.33753004465025,B
90,2021030954.0,MK079,2022/2023 Genap,,E
91,2022027183.0,MK141,2021/2022 Ganjil,56.55278847454385,D
92,2023016545.0,MK042,2022/2023 Genap,67.12287012733272,C
93,2019017097.0,MK044,2023/2024 Ganjil,83.37702252386455,B
94,2025003311.0,MK080,2022/2023 Genap,66.76871482490034,C
95,2022015255.0,MK067,2023/2024 Ganjil,80.71843007310189,B
96,2021039515.0,MK020,2023/2024 Ganjil,74.71843854571992,C
97,2021032510.0,MK047,2023/2024 Ganjil,87.63982509018832,A
98,2021035255.0,MK024,202/2023 Ganjil,78.93124486536236,B
99,,MK146,2022/2023 Genap,62.96890055015881,D
100,2020008910.0,MK023,2022/2023 Genap,77.59243307016388,B
101,,MK129,202/2023 Ganjil,77.74315970432633,B
102,2023020321.0,MK123,2022/2023 Genap,76.58109848232914,B
103,2025021137.0,MK115,202/2023 Ganjil,70.58665066124291,C
104,2020037194.0,MK066,2022/2023 Genap,80.78566184708444,B
105,2020009872.0,MK133,2023/2024 Ganjil,75.86226857582518,B
106,2020023432.0,MK018,2023/2024 Ganjil,83.69475530523353,B
107,2020001184.0,MK117,2023/2024 Ganjil,76.85691697895165,B
108,2022040865.0,,2022/2023 Genap,79.51531222526292,B
109,2025001703.0,MK106,2023/2024 Ganjil,75.18585055056519,B
110,2022023114.0,MK141,202/2023 Ganjil,75.01375576746092,B
111,2020012826.0,MK149,2022/2023 Genap,81.72329873767181,B
112,2022022351.0,MK039,2022/2023 Genap,80.8662119508503,B
113,2019032803.0,MK147,2022/2023 Genap,75.89606015225542,B
114,2024025362.0,MK091,2023/2024 Ganjil,73.79692043153767,C
115,2020027271.0,MK114,,83.07765291178647,B
116,2022018807.0,MK139,202/2023 Ganjil,69.0072736785354,C
117,2025009182.0,MK035,202/2023 Ganjil,76.43229318985262,B
118,2023032498.0,MK084,2022/2023 Genap,70.57005150084123,C
119,2019035979.0,MK076,202/2023 Ganjil,81.93986585873343,B
120,2020001109.0,MK057,2022/2023 Genap,5.688525361033444,E
121,2019023232.0,MK028,,79.24363673814017,B
122,2025041792.0,MK066,2023/2024 Ganjil,68.11971904750686,C
123,2023029306.0,MK065,2022/2023 Genap,77.97777861802301,B
124,2024041344.0,MK150,2023/2024 Ganjil,76.56278309754082,B
125,2021024898.0,MK051,2023/2024 Ganjil,73.06186744268966,C
126,2023030364.0,MK091,2023/2024 Ganjil,76.7344262299107,B
127,2024036691.0,,2022/2023 Genap,70.08323165109918,C
128,2022024203.0,MK066,202/2023 Ganjil,75.13033262294103,B
129,,MK133,2022/2023 Genap,75.00345371736337,B
130,2019033998.0,MK081,2022/2023 Genap,85.42948367687683,A
131,2019022964.0,MK063,2023/2024 Ganjil,75.94459912540354,B
132,2023040502.0,MK099,2023/2024 Ganjil,100.0,A
133,2020033886.0,MK051,202/2023 Ganjil,68.34591891248029,C
134,2019008048.0,MK072,2022/2023 Genap,80.94290121701314,B
135,2024032316.0,MK043,202/2023 Ganjil,65.40984520773821,C
136,2020003350.0,,202/2023 Ganjil,71.60813857397251,C
137,2024025107.0,MK065,2022/2023 Genap,83.53605304990117,B
138,2019033145.0,MK062,202/2023 Ganjil,83.40836072562308,B
139,2024016493.0,MK090,2022/2023 Genap,77.34870659208588,B
140,2021006818.0,MK104,,70.67615845545927,C
141,2019026741.0,MK051,202/2023 Ganjil,84.45690799889998,B
142,2025019577.0,MK107,202/2023 Ganjil,87.37310634308983,A
143,2019003834.0,MK038,2022/2023 Genap,70.48478721179278,C
144,2022006130.0,MK067,2023/2024 Ganjil,77.72221911424118,B
145,2024003450.0,,,82.76461767434081,B
146,,MK100,2021/2022 Genap,77.67385815100744,B
147,2022003924.0,MK105,,74.45170145926583,C
148,2023005464.0,MK048,202/2023 Ganjil,77.53393927315672,B
149,2020015829.0,MK140,202/2023 Ganjil,71.80770984426307,C
150,2020014031.0,MK020,,58.92930548434575,D
151,2025032696.0,MK103,2023/2024 Ganjil,71.17650896883451,C
152,2025019735.0,MK072,2022/2023 Genap,84.00003903987042,B
153,2022018121.0,MK117,202/2023 Ganjil,68.23602958450516,C
154,2021031384.0,MK111,2023/2024 Ganjil,80.44182911040853,B
155,2022012583.0,MK130,2023/2024 Ganjil,81.5768803461848,B
156,2024021671.0,MK120,2023/2024 Ganjil,96.88664547534964,A
157,2019009418.0,MK134,2023/2024 Ganjil,77.04844878363038,B
158,2022014970.0,MK083,202/2023 Ganjil,87.06470617931517,A
159,2021032677.0,MK128,2022/2023 Genap,80.09440896498464,B
160,2024041000.0,MK108,202/2023 Ganjil,63.520785081534186,D
161,2025009692.0,MK084,2022/2023 Genap,71.03768070676749,C
162,2020002118.0,MK138,,79.01549849789387,B
163,2024034474.0,MK119,2023/2024 Ganjil,92.14699032270047,A
164,2024030135.0,MK094,2022/2023 Genap,83.11838896979334,B
165,2019032255.0,MK109,2023/2024 Ganjil,76.04376952854122,B
166,2021008009.0,MK134,202/2023 Ganjil,80.62632189631441,B
167,2021013790.0,MK078,2022/2023 Genap,72.50027173274121,C
168,2020003350.0,MK131,2023/2024 Ganjil,77.45569035227687,B
169,2021036131.0,MK024,2023/2024 Ganjil,69.02896559526789,C
170,2019031128.0,MK147,2023/2024 Ganjil,78.84990655517299,B
171,2020023926.0,MK009,2022/2023 Genap,85.1004325257323,A
172,,MK096,202/2023 Ganjil,89.7777792475823,A
173,2019009898.0,MK077,202/2023 Ganjil,99.10095890652559,A
174,2020002831.0,MK082,2023/2024 Ganjil,95.72243840524689,A
175,2020023638.0,MK086,2022/2023 Genap,69.5155601806967,C
176,2020005903.0,MK060,2022/2023 Genap,94.49380238437007,A
177,2021013782.0,MK108,2022/2023 Genap,85.3583639546508,A
178,2021021096.0,MK061,2023/2024 Ganjil,86.04075599814632,A
179,2023039845.0,MK135,202/2023 Ganjil,88.00607119067826,A
180,2024041609.0,MK075,2022/2023 Genap,70.63550947331154,C
181,2023013928.0,MK039,202/2023 Ganjil,85.91296332766782,A
182,2022012335.0,MK122,2022/2023 Genap,63.90272422190308,D
183,2025028888.0,MK106,2022/2023 Genap,72.69777972657764,C
184,2025029661.0,MK098,202/2023 Ganjil,69.70015975377432,C
185,2021025024.0,MK133,2022/2023 Genap,90.65528495374876,A
186,2025035920.0,MK092,202/2023 Ganjil,,E
187,2019030233.0,MK014,2022/2023 Genap,75.94357330283793,B
188,2023012567.0,MK016,202/2023 Ganjil,78.6003659439803,B
189,2025021151.0,MK130,2023/2024 Ganjil,85.39111933540326,A
190,2022038840.0,MK147,2022/2023 Genap,83.78870760976324,B
191,2025001351.0,MK108,2022/2023 Genap,85.68771394338675,A
192,2019031600.0,MK014,202/2023 Ganjil,63.84164939440911,D
193,2019021228.0,MK063,202/2023 Ganjil,73.11735283671447,C
194,2021038795.0,MK008,202/2023 Ganjil,71.833586102555,C
195,2024037114.0,MK027,202/2023 Ganjil,,E
196,2020023002.0,MK111,2023/2024 Ganjil,73.65582369703898,C
197,2022019914.0,MK040,2022/2023 Genap,81.42518382692074,B
198,2025041026.0,MK068,2022/2023 Genap,65.35474533007769,C
199,2025026363.0,MK123,2022/2023 Genap,66.94135592211862,C
200,2019029802.0,MK061,2023/2024 Ganjil,86.29421104977476,A
201,2022020802.0,MK128,202/2023 Ganjil,77.62792649225437,B
202,2024023262.0,MK108,2023/2024 Ganjil,71.91171434940794,C
203,2024010636.0,MK146,2022/2023 Genap,83.07796471715547,B
204,2025041325.0,MK049,2022/2023 Genap,74.39940934036842,C
205,2025041434.0,MK003,202/2023 Ganjil,82.57297571723832,B
206,,MK077,202/2023 Ganjil,74.99019596790505,C
207,2020021856.0,MK142,2023/2024 Ganjil,79.26402390558823,B
208,2020011911.0,MK129,2022/2023 Genap,,E
209,,MK092,2023/2024 Ganjil,,E
210,2025029184.0,MK123,2022/2023 Genap,78.9506047950073,B
211,2025029667.0,MK118,202/2023 Ganjil,88.55646601537104,A
212,2024040031.0,MK011,202/2023 Ganjil,67.9780815981394,C
213,2021004987.0,MK004,2022/2023 Genap,67.42257215584793,C
214,2025016627.0,MK010,202/2023 Ganjil,93.47735205698346,A
215,2023023491.0,MK081,2022/2023 Genap,76.5726268224713,B
216,2024040762.0,MK071,202/2023 Ganjil,90.92320704649472,A
217,2020009153.0,MK103,202/2023 Ganjil,70.66589453376642,C
218,2020026103.0,MK141,2023/2024 Ganjil,70.33306264109082,C
219,2020029393.0,MK022,202/2023 Ganjil,81.47143031926005,B
220,2020008578.0,MK056,2022/2023 Genap,72.0351711165896,C
221,2025028718.0,MK122,2022/2023 Genap,75.8448686986582,B
222,2020032755.0,MK092,2022/2023 Genap,75.05449796621701,B
223,2025022052.0,MK097,,61.40447943581363,D
224,2019036277.0,MK141,2022/2023 Genap,75.56477172648968,B
225,2021024260.0,MK001,2023/2024 Ganjil,75.97038557684037,B
226,2019027864.0,MK038,2023/2024 Ganjil,79.43487995992302,B
227,2019036032.0,MK042,202/2023 Ganjil,69.34439238118712,C
228,2022025106.0,MK085,202/2023 Ganjil,77.94866119286107,B
229,2022000143.0,MK037,2023/2024 Ganjil,82.46534240609891,B
230,2025012196.0,MK098,2022/2023 Genap,72.3792524635949,C
231,2023027293.0,MK062,2023/2024 Ganjil,78.97641861521511,B
232,2019025872.0,MK131,202/2023 Ganjil,85.52742424117741,A
233,2022022770.0,MK030,2023/2024 Ganjil,71.9455199174957,C
234,2020027218.0,MK082,2022/2023 Genap,72.91539570239121,C
235,2021016143.0,MK023,2023/2024 Ganjil,90.9609671654937,A
236,2025030141.0,MK066,202/2023 Ganjil,88.138085603277,A
237,2023027794.0,MK002,2023/2024 Ganjil,83.6781436770731,B
238,,MK063,2022/2023 Genap,88.0499459179692,A
239,2022028873.0,MK005,2022/2023 Genap,85.76447995418033,A
240,2025033758.0,MK129,202/2023 Ganjil,86.00939808986013,A
241,2023021226.0,MK150,202/2023 Ganjil,143.65880360907772,A
242,2024017621.0,MK074,202/2023 Ganjil,76.66222295069987,B
243,2022009372.0,MK109,202/2023 Ganjil,78.02143280416871,B
244,2020028322.0,MK024,2023/2024 Ganjil,68.08323002825679,C
245,,MK059,202/2023 Ganjil,84.58628737407871,B
246,2020002306.0,MK023,2022/2023 Genap,68.95890191350063,C
247,2019015147.0,MK146,202/2023 Ganjil,82.2839362397755,B
248,2025028937.0,MK089,2023/2024 Ganjil,75.93790311467727,B
249,2023017203.0,MK022,2023/2024 Ganjil,77.6918946608737,B
250,2019017819.0,MK044,2023/2024 Ganjil,72.98062358671368,C
251,2023011949.0,MK044,,67.48916051504638,C
252,2024031942.0,MK037,,75.53093148927903,B
253,2023008128.0,MK007,202/2023 Ganjil,76.22769536187468,B
254,2019008900.0,MK024,,75.90932265104165,B
255,2019038144.0,MK070,202/2023 Ganjil,81.46340659037868,B
256,2023003190.0,MK071,202/2023 Ganjil,83.53375061658713,B
257,2022004346.0,MK146,202/2023 Ganjil,32.21126645001917,E
258,2020021350.0,MK072,202/2023 Ganjil,81.89411038532435,B
259,2023014531.0,,202/2023 Ganjil,78.81184192693858,B
260,2020001343.0,MK045,2023/2024 Ganjil,76.10245126635584,B
261,2023035291.0,MK137,2023/2024 Ganjil,63.356503210740264,D
262,2022011576.0,MK116,2022/2023 Genap,87.70211828625844,A
263,2022035149.0,MK030,2023/2024 Ganjil,,E
264,2024028033.0,MK027,2022/2023 Genap,85.79982653024274,A
265,2025007217.0,MK132,202/2023 Ganjil,75.97945587448203,B
266,2023016678.0,MK083,202/2023 Ganjil,66.67684361923851,C
267,2020002936.0,MK098,,75.23483723322614,B
268,2025025127.0,MK070,2023/2024 Ganjil,81.99115186899304,B
269,2023035098.0,MK079,,74.97193042597335,C
270,2020007131.0,MK138,202/2023 Ganjil,83.375795884893,B
271,2025038534.0,MK118,2023/2024 Ganjil,79.89332537589429,B
272,2023030307.0,MK106,202/2023 Ganjil,86.70548876472947,A
273,2021020660.0,MK036,2023/2024 Ganjil,71.90162975687177,C
274,2025037855.0,MK046,202/2023 Ganjil,87.6923280868221,A
275,2021010549.0,MK104,2023/2024 Ganjil,74.5143698665452,C
276,2025011850.0,MK134,2023/2024 Ganjil,74.08725034780869,C
277,2024002184.0,MK108,2021/2022 Ganjil,77.77331941422834,B
278,2020029336.0,MK104,202/2023 Ganjil,,E
279,2021019853.0,MK070,2023/2024 Ganjil,82.6438989872304,B
280,2025017868.0,MK089,,67.83844895773309,C
281,2023036859.0,MK003,2022/2023 Genap,71.47161743817105,C
282,2022035443.0,MK042,,100.0,A
283,2021041410.0,MK110,2022/2023 Genap,85.35690378449735,A
284,2020009972.0,MK118,202/2023 Ganjil,79.9438632145113,B
285,2024014323.0,MK055,2022/2023 Genap,72.44024759911433,C
286,,MK139,2022/2023 Genap,83.00338154175341,B
287,2020012408.0,MK114,2023/2024 Ganjil,69.79111585067383,C
288,2024012223.0,MK030,2023/2024 Ganjil,84.03590393097755,B
289,2022040647.0,MK108,,84.15497968444093,B
290,2019017714.0,MK081,2023/2024 Ganjil,84.37516276466832,B
291,,MK017,2022/2023 Genap,96.13395368368893,A
292,,MK033,2022/2023 Genap,81.15911818179838,B
293,2023028767.0,,202/2023 Ganjil,73.35266224288245,C
294,2022009285.0,MK021,202/2023 Ganjil,65.13680051935084,C
295,2024019385.0,MK111,2022/2023 Genap,91.79735743806027,A
296,2021003080.0,MK010,2023/2024 Ganjil,75.51345210253304,B
297,2020008613.0,MK103,2023/2024 Ganjil,77.87006246300923,B
298,2024034817.0,MK039,202/2023 Ganjil,63.907244580934844,D
299,2022016435.0,MK078,202/2023 Ganjil,74.93569603221358,C
300,2024012930.0,MK086,202/2023 Ganjil,73.92008567855444,C
301,2020007865.0,MK052,2022/2023 Genap,92.43438086015342,A
302,2022033148.0,MK041,2023/2024 Ganjil,77.72166559620386,B
303,2021018542.0,MK087,2023/2024 Ganjil,78.49616546978764,B
304,2025035412.0,MK088,2023/2024 Ganjil,74.68291124541543,C
305,2022006643.0,MK037,2022/2023 Genap,86.73847337457664,A
306,2019033645.0,MK123,202/2023 Ganjil,61.71611383821842,D
307,2021005816.0,MK064,2023/2024 Ganjil,75.22699171221015,B
308,2020000138.0,MK119,2022/2023 Genap,78.84154553444264,B
309,2019021468.0,MK150,2023/2024 Ganjil,83.34365547596529,B
310,2021002297.0,MK124,2022/2023 Genap,78.46097882533797,B
311,2019034291.0,MK036,2023/2024 Ganjil,84.56995418368594,B
312,2022012218.0,MK046,202/2023 Ganjil,76.76853651608897,B
313,,MK022,2023/2024 Ganjil,78.6536451438776,B
314,2025011945.0,MK035,2022/2023 Genap,80.57851689025003,B
315,2021027431.0,MK113,2023/2024 Ganjil,90.40313132645721,A
316,2024034362.0,MK033,2022/2023 Genap,78.7814609664277,B
317,2020018556.0,MK141,2022/2023 Genap,,E
318,2022018028.0,MK056,2023/2024 Ganjil,88.01558062821216,A
319,2022016528.0,MK067,2022/2023 Genap,84.21862629359133,B
320,2022030792.0,MK013,2022/2023 Genap,74.49534072931189,C
321,2025005899.0,MK050,202/2023 Ganjil,71.03985595016393,C
322,2021028402.0,MK028,202/2023 Ganjil,80.25796474735846,B
323,2024028912.0,MK104,202/2023 Ganjil,91.48481862294844,A
324,2023021930.0,MK098,2022/2023 Genap,89.04281398689355,A
325,2025019084.0,MK096,2023/2024 Ganjil,,E
326,2020019808.0,MK087,2023/2024 Ganjil,91.19811492411074,A
327,2021040450.0,MK088,202/2023 Ganjil,82.92521443626988,B
328,2024036259.0,MK125,2022/2023 Genap,67.57633592078274,C
329,2021004306.0,MK081,202/2023 Ganjil,68.4607779606079,C
330,2019021639.0,MK007,202/2023 Ganjil,75.11402401768734,B
331,2020032385.0,MK074,2022/2023 Genap,72.14903088228381,C
332,2021032892.0,MK083,202/2023 Ganjil,94.27691201796682,A
333,,MK024,2022/2023 Genap,87.17071514234135,A
334,2022013183.0,MK137,2024/2025 Ganjil,80.4201563218932,B
335,2019013711.0,MK114,2023/2024 Ganjil,88.08244840059457,A
336,2023040202.0,MK015,202/2023 Ganjil,97.36466752702646,A
337,2022013693.0,,2023/2024 Ganjil,77.02494466428796,B
338,2025003496.0,MK122,202/2023 Ganjil,68.81955059878362,C
339,2023019683.0,MK086,202/2023 Ganjil,89.56579650198074,A
340,2025011187.0,MK145,2023/2024 Ganjil,85.15440794685485,A
341,2023023018.0,MK019,202/2023 Ganjil,79.93828173054088,B
342,2019000724.0,MK009,2022/2023 Genap,73.61777681182575,C
343,2021012241.0,MK064,2023/2024 Ganjil,82.57489508926666,B
344,2024021085.0,MK038,2022/2023 Genap,69.35922174504381,C
345,2025006794.0,MK136,2022/2023 Genap,83.2487920793278,B
346,2025009946.0,MK134,2023/2024 Ganjil,65.26721287874064,C
347,2024041602.0,MK102,202/2023 Ganjil,69.6402346839944,C
348,2022015134.0,MK149,2022/2023 Genap,84.83789858277383,B
349,2021009155.0,MK093,202/2023 Ganjil,61.43842564883487,D
350,2025020622.0,MK034,2022/2023 Genap,82.71053214930896,B
351,2020016775.0,MK140,2023/2024 Ganjil,81.62097406220931,B
352,2020008606.0,MK039,2023/2024 Ganjil,68.44355770277527,C
353,2021027344.0,MK096,2022/2023 Genap,81.83685409222441,B
354,2024032063.0,MK006,2023/2024 Ganjil,75.51577405874578,B
355,2023016193.0,MK081,2022/2023 Genap,73.74056009457398,C
356,2025003428.0,MK032,202/2023 Ganjil,75.53834970474135,B
357,,,2022/2023 Genap,67.90941893362843,C
358,2023014045.0,MK147,2022/2023 Genap,84.72125532474948,B
359,2025039361.0,MK009,2022/2023 Genap,74.51990707542862,C
360,2022035664.0,MK062,2023/2024 Ganjil,65.51530935941327,C
361,2024034027.0,MK114,2023/2024 Ganjil,79.69379927885046,B
362,2021020539.0,MK019,2023/2024 Ganjil,87.26812212961033,A
363,2019021828.0,MK033,2022/2023 Genap,59.15446450599459,D
364,2025038376.0,MK064,2023/2024 Ganjil,82.02763730558554,B
365,2021015678.0,MK026,2023/2024 Ganjil,84.49836041030714,B
366,2025023868.0,,2023/2024 Ganjil,71.71347722977328,C
367,2021024836.0,MK077,2023/2024 Ganjil,72.15556167302162,C
368,2021010440.0,MK103,2023/2024 Ganjil,86.74129975561952,A
369,2023027523.0,MK096,2022/2023 Genap,74.30204660538031,C
370,2019017492.0,MK076,2022/2023 Genap,85.79772016106531,A
371,2024025083.0,,2023/2024 Ganjil,68.74586815887358,C
372,,MK082,2023/2024 Ganjil,69.23825635293159,C
373,2023029809.0,MK069,2021/2022 Genap,87.46600427669571,A
374,2020012177.0,MK083,2022/2023 Genap,75.1483757285276,B
375,2024041165.0,MK106,2023/2024 Ganjil,83.61112731748545,B
376,2024013068.0,MK102,202/2023 Ganjil,66.68560517128809,C
377,2023037711.0,MK114,2023/2024 Ganjil,82.66609508242956,B
378,,MK143,202/2023 Ganjil,74.10917004433615,C
379,2025037688.0,MK046,2023/2024 Ganjil,75.5569921325829,B
380,2022014970.0,MK120,202/2023 Ganjil,65.69317037277327,C
381,2024022527.0,MK048,202/2023 Ganjil,85.04902104335358,A
382,2025031900.0,MK068,2023/2024 Ganjil,70.91236592936073,C
383,2022018452.0,MK083,2022/2023 Genap,71.67306462476502,C
384,2022031885.0,,2022/2023 Genap,80.69604584064572,B
385,2020024845.0,MK126,2022/2023 Genap,81.77421688342005,B
386,2022005262.0,MK121,2022/2023 Genap,89.19257424427445,A
387,2021009539.0,MK129,2023/2024 Ganjil,81.80874555765782,B
388,2023005727.0,MK020,202/2023 Ganjil,75.08043854873225,B
389,2020041113.0,MK150,2022/2023 Genap,125.0260332755888,A
390,2023035695.0,MK065,,20.28640739768849,E
391,2023002064.0,MK143,2023/2024 Ganjil,76.44081882762892,B
392,2020021261.0,MK061,2022/2023 Genap,78.52751639121915,B
393,2024006733.0,MK079,2022/2023 Genap,81.79716801837236,B
394,2023035335.0,MK014,2022/2023 Genap,93.36657702958651,A
395,2022038165.0,,2022/2023 Genap,75.76509156866656,B
396,2019036300.0,MK122,2023/2024 Ganjil,61.734019307749044,D
397,2019006427.0,MK049,,77.25690803998752,B
398,2023028153.0,MK134,202/2023 Ganjil,72.20141433176457,C
399,2023001358.0,MK116,202/2023 Ganjil,94.64596268901269,A
400,2022027673.0,MK090,2023/2024 Ganjil,83.40111798994069,B
401,2025037634.0,,202/2023 Ganjil,70.16564664496822,C
402,2020032711.0,MK117,2023/2024 Ganjil,66.95971110706529,C
403,2019016099.0,MK122,2022/2023 Genap,70.33079449974683,C
404,2024011449.0,MK015,2023/2024 Ganjil,78.86786258750789,B
405,2021038934.0,MK007,2022/2023 Genap,75.66011502921268,B
406,2021040812.0,MK054,2022/2023 Genap,77.7316074162826,B
407,2023004779.0,MK004,2023/2024 Ganjil,69.25551869468671,C
408,,MK001,2023/2024 Ganjil,72.7764811624888,C
409,2019037926.0,MK105,2022/2023 Genap,67.15834796356826,C
410,2024003913.0,MK066,202/2023 Ganjil,81.76441819125164,B
411,2025013357.0,MK081,2023/2024 Ganjil,80.8046332313752,B
412,2019037927.0,MK138,2022/2023 Genap,119.10389606718036,A
413,2024030597.0,MK068,202/2023 Ganjil,87.49788156584064,A
414,2021031986.0,MK102,202/2023 Ganjil,,E
415,2024041284.0,MK051,2022/2023 Genap,70.1887116099345,C
416,2025041023.0,MK030,2023/2024 Ganjil,78.70919705189486,B
417,2024022506.0,MK039,202/2023 Ganjil,66.54988521132371,C
418,2019013308.0,MK138,202/2023 Ganjil,75.74874359118333,B
419,2020001118.0,MK063,202/2023 Ganjil,83.65138026576334,B
420,2022011636.0,MK061,2024/2025 Ganjil,74.08232955174508,C
421,2021034177.0,MK065,202/2023 Ganjil,76.2153925500566,B
422,2023031614.0,MK081,202/2023 Ganjil,80.54820818896135,B
423,2023010308.0,MK012,2022/2023 Genap,81.77664024830595,B
