id_mahasiswa,kampus,prodi,angkatan,status,jalur_masuk,jenjang,jenis_kelamin,ipk
2019008811,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,,P,2.991942120293025
2019008820,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,2.9131082063233507
2019009202,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,2.9400851969759207
2019009901,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,D3,P,3.20896300425044
2019010075,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,3.6161661961122453
2019010131,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,D3,L,3.359987196044674
2019010410,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,3.554255989148656
2019010638,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,3.683010836149375
2019010684,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.5615238965062774
2019010704,Universitas Islam Indonesia,Akuntansi,2019,DO,Beasiswa,S1,L,3.2848037162642774
2019010725,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.127441449185111
2019010833,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,P,2.651421563387025
2019011484,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,P,3.663875707321697
2019011799,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,D3,P,3.1489327237451317
2019012306,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Alih Jenjang,S2,L,3.2254699321936835
2019012442,,Akuntansi,2019,AKTIF,Mandiri,S1,L,3.219033465714004
2019013238,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Alih Jenjang,S1,P,
2019013308,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,2.8990718207582287
2019013317,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,2.916188135788147
2019013365,Universitas Islam Indonesia,Akuntansi,2019,LULUS,,S3,L,3.2816578069662605
2019013707,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,2.9896775631466634
2019013843,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,D3,P,3.1271711744578754
2019014119,Universitas Islam Indonesia, Akuntansi ,2019,LULUS,Mandiri,S1,L,2.847440272555415
2019014168,Universitas Islam Indonesia,Akuntansi,2019,DO,Alih Jenjang,S1,,0.8526578432597302
2019014406,Universitas Islam Indonesia,Akuntansi,2019,CUTI,Transfer,,P,3.2632561574797787
2019014532,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,,L,3.2194069845989417
2019014788,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,L,3.474942855597209
2019014934,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,2.937410048553531
2019015172,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,3.0200746227235333
2019015671,,Akuntansi,2019,LULUS,Mandiri,,L,3.0944700964308725
2019016013,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,D4,P,2.8161836164552936
2019016365,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,L,3.0848797745372947
2019016748,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.1314359876639544
2019016864,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,D4,P,3.5644150551926668
2019017097,Universitas Islam Indonesia,Akuntansi,2019,DO,Mandiri,S1,L,3.374489086418642
2019017665,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,P,3.383819639328328
2019017744,Universitas Islam Indonesia,,2019,AKTIF,Transfer,S1,L,3.3458307200116497
2019017829,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Alih Jenjang,S1,,3.1483428344127327
2019018108,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.359592468134585
2019018944,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,L,3.240481534367271
2019019203,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.5303827115387394
2019019451,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,3.375618847077518
2019020094,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,2.6345199249369267
2019020452,Universitas Islam Indonesia,Akuntansi,2019,,Mandiri,Profesi,L,3.5352940539821756
2019020507,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,Profesi,P,3.268201234771209
2019020579,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S2,L,
2019020790,Universitas Islam Indonesia,Akuntansi,2019,DO,Mandiri,S1,P,2.8359397645381104
2019020950,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,3.403109439327025
2019021088,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,3.221847786212668
2019021107,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,3.310878646794179
2019021180,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,L,3.431706165521597
2019021255,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,,P,3.1540527844597253
2019021276,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,D3,,3.5645097483111394
2019021371,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.3942197232881375
2019021499,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,D4,L,3.0526499382284302
2019021683,,Akuntansi,2019,AKTIF,Transfer,S1,P,3.0164629063878925
2019022107,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,Profesi,L,3.509745697673365
2019022309,,Akuntansi,2019,AKTIF,Transfer,S1,L,3.485595416396859
2019023323,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,L,3.2472999853964506
2019023532,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,D3,P,3.0309246961548926
2019023597,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,
2019023714,Universitas Islam Indonesia,,2019,LULUS,Transfer,S2,L,3.4777560614491767
2019024026,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S2,,3.1106308385784374
2019024386,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,3.3689563445931974
2019024741,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,
2019024910,Universitas Islam Indonesia, Akuntansi ,2019,AKTIF,Transfer,S2,P,2.8687537691002376
2019024943,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Alih Jenjang,S1,P,3.36807520015654
2019025396,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,L,2.8958837365533685
2019025471,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,D3,P,3.577438180245797
2019025860,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,L,3.192391313467095
2019025939,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.163410963732774
2019026212,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,
2019026457,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,Profesi,L,2.960675910795854
2019027032,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,L,3.2032732032795215
2019027050,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Alih Jenjang,S1,P,3.2946228540710107
2019027146,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,P,2.9423536818774743
2019027203,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,3.32048750993117
2019027406,Universitas Islam Indonesia,Akuntansi,2019,LULUS,,S1,L,2.9100848832907418
2019027803,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,
2019027947,Universitas Islam Indonesia,Akuntansi,2019,DO,Mandiri,S1,P,
2019028130,Universitas Islam Indonesia,,2019,AKTIF,Mandiri,S1,L,3.196006044342358
2019029744,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,P,3.406519525130231
2019029919,Universitas Islam Indonesia,Akuntansi,2019,CUTI,Mandiri,S1,L,2.9106164205092835
2019030233,Universitas Islam Indonesia,,2019,DO,Mandiri,S1,L,3.110542229339791
2019031060,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,2.960888002995055
2019031277,,Akuntansi,2019,LULUS,Mandiri,S1,P,3.4707187494492073
2019031612,Universitas Islam Indonesia,Akuntansi,2019,DO,Transfer,D4,P,3.2650554015973197
2019032058,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Alih Jenjang,S2,P,3.3226438665129847
2019032619,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Alih Jenjang,S1,P,3.4581136016095804
2019032674,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,,P,3.066641680111254
2019033019,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,D3,P,3.134327140846496
2019033833,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,2.908625348740181
2019034113,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,,L,3.1171534413758795
2019034164,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,Profesi,,3.420314275004824
2019034561,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S2,L,3.198124896864681
2019034679,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,2.8302649173870527
2019034761,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,P,3.2282557769799882
2019034899,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Alih Jenjang,S3,P,3.055128092644538
2019035037,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,3.402300975335724
2019035507,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,L,3.351453121277838
2019035568,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,P,3.9028097079958175
2019035658,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,L,3.1863758962569255
2019036308,,Akuntansi,2019,DO,Beasiswa,S1,L,3.0192376570386528
2019036437,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S2,L,3.2818791225029966
2019036498,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S2,L,3.3288773127374967
2019036646,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,,S1,L,2.9737655324335894
2019037127,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,3.7297163824070583
2019037237,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,3.469453424178027
2019037437,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,Profesi,L,3.121918852389542
2019038043,Universitas Islam Indonesia,,2019,AKTIF,Alih Jenjang,S1,P,3.4191482175407693
2019038065,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,P,2.7292704018647873
2019038409,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Alih Jenjang,S1,P,3.3971649824251
2019038659,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,,L,3.3417862074733633
2019038727,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Beasiswa,S1,P,3.565825600999619
2019038886,Universitas Islam Indonesia,Akuntansi,2019,,Transfer,S1,P,2.7109339836862727
2019038910,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,S1,P,2.7571603978499284
2019038919,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,,P,3.4303308014383167
2019039130,Universitas Islam Indonesia,Akuntansi,2019,,Transfer,S2,P,2.9523658872541687
2019039387,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Beasiswa,D3,P,2.8752832087507114
2019039426,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,L,3.38675391371719
2019039604,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Transfer,S1,L,3.1066877571671516
2019039753,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Transfer,S1,P,3.1842405417442263
2019039982,Universitas Islam Indonesia,Akuntansi,2019,LULUS,Mandiri,S1,P,3.259067188125943
2019040140,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,P,3.1231962442767185
2019040642,Universitas Islam Indonesia,Akuntansi,2019,AKTIF,Mandiri,S1,L,
2019041620,,Akuntansi,2019,,Mandiri,Profesi,L,3.112157397177848
2019000059,Universitas Islam Indonesia,Arsitektur,2019,,Mandiri,S1,L,3.128430913205784
2019000155,Universitas Islam Indonesia,,2019,AKTIF,Transfer,S1,P,3.068190429812113
2019000869,,Arsitektur,2019,AKTIF,Alih Jenjang,D3,L,3.2948777198731927
2019000921,Universitas Islam Indonesia,Arsitektur,2019,,Transfer,S1,P,3.984553119469763
2019000961,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,S1,L,3.6991486813432117
2019000997,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,,S1,P,2.706779240282022
2019001624,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,,S1,P,3.226073332997652
2019001757,Universitas Islam Indonesia,,2019,LULUS,Mandiri,S1,P,3.3010359626184247
2019001863,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,L,2.7034744790149525
2019001953,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,L,2.5345526426675877
2019002372,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,L,3.276943783749771
2019002513,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,,3.2798790845312444
2019002557,Universitas Islam Indonesia,Arsitektur,2019,DO,Transfer,S1,P,3.0935200772024167
2019002791,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,D4,L,3.4391527522266165
2019002821,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,2.944858780717783
2019002825,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,D3,L,3.2982294533975303
2019002888,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,2.679949328346357
2019003210,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.4416059949772193
2019003534,Universitas Islam Indonesia,,2019,DO,Transfer,S2,L,3.021458949863528
2019003572,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,L,3.1002328958796026
2019003592,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.3337623733647663
2019003599,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,,3.4897634175323886
2019004007,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,,
2019004054,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,
2019004236,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,3.27342065381058
2019004768,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.0915615010617503
2019004824,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,,3.67635446613937
2019005204,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.283641873166722
2019005471,Universitas Islam Indonesia,,2019,LULUS,Alih Jenjang,S1,P,
2019005525,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.39568827423588
2019005600,Universitas Islam Indonesia,Arsitektur,2019,,Beasiswa,S1,P,3.3373575570101197
2019005706,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,,S1,L,3.1460035279328995
2019005994,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.6756864889515986
2019006037,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,L,2.763197656369027
2019007011,Universitas Islam Indonesia,Arsitektur,2019,DO,Beasiswa,S1,L,2.9872165204896666
2019007252,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,D3,,3.096145478907365
2019007507,,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.130230995899526
2019007722,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,S1,L,3.1189380639556585
2019007958,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,,L,2.7830886219464723
2019008021,,Arsitektur,2019,AKTIF,Beasiswa,S1,P,3.239082708938116
2019008235,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,,S1,P,3.1877773650612107
2019008311,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.465785366022594
2019008517,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,D3,P,3.0313300946398303
2019008643,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.0272491437106486
2019008681,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,2.8893229747159768
2019008815,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,3.2749858851142983
2019008877,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,L,3.0679947518559727
2019009051,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,S1,P,3.1570092027088945
2019009069,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.4768725585756743
2019009176,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Alih Jenjang,D3,L,
2019009190,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.631166686100661
2019009328,Universitas Islam Indonesia,Arsitektur,2019,DO,Mandiri,S1,L,3.726151990640005
2019009566,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.104582795902327
2019009602,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.2840708286950813
2019009981,Universitas Islam Indonesia,Arsitektur,2019,DO,Mandiri,S2,L,3.2596815503778047
2019010540,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,Profesi,P,3.2351697370219172
2019010583,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,,P,2.6654087621812907
2019010749,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,3.148950581687151
2019010961,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Transfer,S1,L,2.8674584423923744
2019011037,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,,
2019011141,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,P,2.973902511192661
2019011155,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,S1,P,3.0493146160738296
2019011411,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,,P,3.663234373171354
2019012160,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.158690138204829
2019012171,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S2,L,3.4692467281263855
2019012245,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.4444431158868074
2019012847,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.314099820760686
2019013090,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Alih Jenjang,S1,P,3.1720776316588233
2019013712,,Arsitektur,2019,LULUS,Transfer,S1,P,3.2216998370336425
2019013725,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Alih Jenjang,D4,P,3.2158437949626957
2019014160,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,S1,L,3.147189046642129
2019014645,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Alih Jenjang,D3,L,3.3504883806195664
2019015649,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,D3,P,3.3228929371461216
2019017012,Universitas Islam Indonesia,Arsitektur,2019,LULUS,,D3,L,3.4184434968347577
2019017038,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,2.9880290676624495
2019017066,,Arsitektur,2019,LULUS,Mandiri,S1,P,3.0342262713562764
2019017115,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S1,P,3.44784161437205
2019017155,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,,L,3.7117818767077537
2019017246,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Alih Jenjang,S2,L,3.4092595336567943
2019017418,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S1,,3.4536884215553565
2019017898,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S1,L,3.5870004106033706
2019017955,Universitas Islam Indonesia,Arsitektur,2019,CUTI,Transfer,Profesi,L,3.094204089632788
2019018383,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,S1,P,2.9640816842017315
2019018626,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S2,,3.5160940548814263
2019018834,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S2,L,3.0980409529707047
2019019050,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,L,3.316962099612367
2019019302,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S1,P,3.542511318847705
2019019590,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,S2,P,2.8494043538358604
2019019606,Universitas Islam Indonesia,Arsitektur,2019,,Transfer,D3,P,3.048081051268939
2019020416,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,S1,P,3.096034298653291
2019020425,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Beasiswa,S1,P,3.6885466739537063
2019020515,Universitas Islam Indonesia,Arsitektur,2019,DO,Beasiswa,S1,L,3.5019778791703624
2019020735,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,D3,P,2.986597666958695
2019021161,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Transfer,D4,,3.220832338265937
2019021183,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Beasiswa,D3,,3.2168124315255704
2019021326,Universitas Islam Indonesia,Arsitektur,2019,CUTI,Transfer,D3,L,3.0011404008563884
2019021694,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Mandiri,,P,2.8984244699042754
2019021703,Universitas Islam Indonesia,Arsitektur,2019,LULUS,,S1,L,3.460159943533494
2019022293,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,,D4,P,3.3148029988654284
2019022352,Universitas Islam Indonesia,Arsitektur,2019,AKTIF,Alih Jenjang,S1,P,3.2175881963962825
2019022719,Universitas Islam Indonesia,Arsitektur,2019,LULUS,Mandiri,D3,P,3.187509616569748
